"cnt","to_usgs","to_comid","from_comid","from_usgs"
3,"08066250",1487840,"{1492784,1487570,1491354}","{08066000,08066200,08066175}"
3,"13077000",23163005,"{24558135,23155834,24558407}","{13069500,13075910,13075983}"
3,"01350180",3247438,"{3247452,3247458,3247552}","{01350120,01350101,01350140}"
3,"06438500",14376509,"{14555097,5460336,14555623}","{06423500,06438000,06425500}"
3,"12021800",23850431,"{23850455,23850487,23850611}","{12020525,12020000,12020800}"
3,"13342500",23605912,"{23606356,23605922,23607046}","{13341050,13342450,13341570}"
3,"01616500",5894384,"{5895480,5895892,5895964}","{01616400,01616100,01615000}"
3,"06324000",5377442,"{5378020,5380046,5380868}","{06323000,06320000,06318500}"
3,"09185600",3379149,"{3379045,3378673,3380913}","{09180500,09182400,09183600}"
3,"06408650",14399470,"{14399328,14395792,14398608}","{06403700,06407500,06406500}"
3,"01603000",14363552,"{14363456,14364980,14364970}","{01601500,01598500,01599000}"
3,"14162500",23772909,"{23773009,23773359,23773405}","{14159500,14158850,14162200}"
3,"03062235",3769806,"{3715602,3769770,4352082}","{03061000,03061500,03057000}"
3,"14191000",23791093,"{23762845,23762661,23780423}","{14174000,14190500,14189000}"
3,"07069000",7548159,"{7523285,7522469,7672652}","{07068000,07068510,07064000}"
3,"09486500",15903137,"{15892894,15903601,945050134}","{09486055,09482500,09486350}"
3,"04208000",15587072,"{15587092,15587392,15587526}","{04207200,04206448,04206425}"
3,"09511300",20440142,"{20438416,20439500,20440676}","{09508500,09510000,09510200}"
3,"021973269",22730673,"{22724061,22725225,22725411}","{02197000,02196835,02197020}"
3,"02094500",8890012,"{8890056,8890414,8891468}","{02093800,02093877,0209399200}"
3,"04227500",15539769,"{15547433,15547935,15549241}","{04226000,04224775,04223000}"
3,"06109500",12735448,"{12436757,12646291,12746007}","{06090800,06102050,06108800}"
3,"02146507",9731296,"{9731484,9731486,9731488}","{0214645075,02146409,02146470}"
3,"06433000",5479727,"{5478981,5479389,5481765}","{06430532,06430500,06431500}"
3,"03350800",18476291,"{18474949,18475545,18475175}","{03350700,03349000,03349510}"
3,"03575950",19620296,"{19619900,19619914,19621338}","{03575890,0357586650,0357591500}"
3,"06463720",16035106,"{16031404,16039508,16039510}","{06461500,06463670,06463500}"
3,"02264100",21477692,"{21476270,21476322,21477658}","{02263869,02264003,02264051}"
3,"06837000",19095367,"{19093303,19081917,19095401}","{06828500,06835500,06836500}"
3,"09224700",3194796,"{3192546,3196672,3197078}","{09223000,09220000,09218500}"
3,"06431500",5481765,"{5481901,5481927,5481961}","{06430850,06430800,06430770}"
3,"08147000",5756726,"{5727613,5736179,5746512}","{08138000,08143600,08146000}"
3,"01589000",11689718,"{11687548,11688350,11688538}","{01586000,01586210,01586610}"
3,"03144500",15380191,"{15371560,15379381,15380169}","{03142000,03140500,03144000}"
3,"03192000",4552334,"{4547996,4547946,4548546}","{03189100,03190000,03191500}"
3,"02352500",933130036,"{6447636,6460241,6460293}","{02350512,02351890,02350900}"
3,"11159000",17663281,"{17663037,17663521,948060250}","{11153000,11158600,11153650}"
3,"03431790",18409490,"{18408692,18408070,18408480}","{03431500,03431599,03431700}"
3,"05594100",13890744,"{13871382,13873068,13883102}","{05593000,05593575,05594000}"
3,"14312000",23900935,"{23901097,23901535,23901573}","{14310000,14308500,14308000}"
3,"06294000",12770015,"{12771343,12771573,12771595}","{06289000,06289820,06289600}"
3,"03069500",3775993,"{3775187,3775599,3776515}","{03065000,03066000,03068800}"
3,"05537980",14787569,"{14786195,14787477,14786047}","{05536890,05533600,05537500}"
3,"03539800",19710425,"{19710283,19710639,19711775}","{03539778,03538830,03539600}"
3,"09404200",20721986,"{20735673,20691582,20709491}","{09402500,09404115,09403850}"
3,"13172455",23300536,"{23275628,23275840,23283941}","{13154500,13159800,13168500}"
3,"08181800",10840572,"{10836420,10840488,10840502}","{08181500,08178800,08178565}"
3,"03286500",1827790,"{1827842,1827194,1827174}","{03284500,03284580,03286200}"
3,"04113000",12242484,"{12242482,12241912,12242134}","{04112500,04112850,04111000}"
3,"12210700",23955918,"{23956008,23956170,23956418}","{12210000,12208000,12205000}"
3,"08069500",1468442,"{1468106,1508043,1508289}","{08068090,08068500,08069000}"
3,"03271601",3883754,"{3882066,3882442,3883698}","{03271000,03271300,03270500}"
3,"02162500",9867174,"{9865692,9865758,9865840}","{02162350,021623975,02162290}"
3,"01554000",4518742,"{2604977,8153799,8153625}","{01540500,01553500,01553850}"
3,"05129515",7163988,"{7098203,7140308,7152082}","{05127500,05129115,05129290}"
3,"11447650",15048349,"{15039097,948021150,15022679}","{11425500,11446500,11447360}"
3,"01400500",9513852,"{9513840,9513836,9515526}","{01400000,01397000,01398000}"
3,"01526500",8110941,"{8110911,8110727,8110981}","{01525500,01525981,01520500}"
3,"11451800",15027105,"{8007863,8009213,8009269}","{11451300,11451715,11451000}"
3,"14142500",23735805,"{23735819,23735991,23736009}","{14137000,14141500,14140000}"
3,"06483950",7226214,"{7223612,7223370,7242913}","{06482020,06482610,06483500}"
3,"11477000",2704735,"{2706571,8284190,8285120}","{11475000,11476600,11476500}"
3,"01536500",2601199,"{2600273,4196160,4199592}","{01536000,01534000,01533400}"
3,"04260500",15514728,"{15514388,15514760,15515318}","{04256000,04258000,04252500}"
3,"09503700",20452528,"{20451540,20452002,20468048}","{09502900,09503300,09502800}"
3,"01170000",10295286,"{10294784,10294852,10295340}","{01169000,01168500,01169900}"
3,"04279085",932010004,"{10312666,10312558,10313430}","{04280000,04279125,04280450}"
3,"06888350",3644456,"{3644490,3642310,3642794}","{06887500,06888000,06888300}"
3,"05316580",4140818,"{4123724,4123050,4136750}","{05311150,05313500,05316500}"
3,"12113000",23977634,"{23977660,23977678,23977806}","{12108500,12106700,12112600}"
3,"02034000",8568309,"{8566583,8566671,8566737}","{02032640,02032250,02031000}"
3,"01135500",4572379,"{4570659,4570675,4572307}","{01133000,01134500,01135300}"
3,"06800500",24750511,"{17254864,17262319,17262269}","{06799500,06799350,06800000}"
3,"11525655",8245886,"{8246426,8245864,8246406}","{11525500,11525630,11525530}"
3,"02083500",3350831,"{8755825,8762349,10510596}","{02082770,02082585,02083000}"
3,"12324200",24293584,"{24293772,24293810,24293868}","{12323850,12323770,12323800}"
3,"08055500",1279694,"{1278624,1278566,1287145}","{08053000,08053009,08055000}"
3,"01481000",4652052,"{4650548,4650580,4650698}","{01480870,01480617,01480638}"
3,"03325000",18508640,"{18508556,18505914,18508532}","{03323000,03324300,03324000}"
3,"07257500",7770981,"{7764181,7764183,7766307}","{07257460,07257450,07257473}"
3,"11044000",22549075,"{22547091,22549471,948070502}","{11042800,11042400,11042900}"
3,"07227500",19984864,"{20001250,20017399,20031587}","{07227420,07227100,07227000}"
3,"14092500",23719673,"{23700105,23700281,23713916}","{14091500,14076500,14087400}"
3,"05365500",13107161,"{12981697,13124968,13352468}","{05362000,05356500,05360500}"
3,"01613000",5893338,"{8431820,8431622,8431736}","{01610000,01610155,01611500}"
3,"01581757",11688674,"{11687474,11688352,11688422}","{01581700,01581752,0158175320}"
3,"11289650",2823750,"{17078425,17081685,17082145}","{11284400,11278400,11276600}"
3,"08136700",5727563,"{5654720,5656750,5718784}","{08126380,08127000,08136500}"
3,"06024450",4223684,"{4230204,4230526,4231158}","{06023800,06023500,06024020}"
3,"01403060",9513378,"{9513852,9513660,9514706}","{01400500,01402630,01402000}"
3,"03340500",10210063,"{10080962,10206671,18482486}","{03339000,03336000,03339500}"
3,"06803513",17405835,"{17405547,17405849,17405601}","{06803510,06803495,06803502}"
3,"06065500",3024846,"{3030030,3021550,3024246}","{06054500,06063000,06061500}"
3,"02105500",8831710,"{8846907,8846189,8853165}","{02102500,02103000,02104220}"
3,"01163500",9343765,"{9343363,9343543,9343737}","{01162500,01163200,01162000}"
3,"07010075",3624329,"{3624293,3624295,3624315}","{07010055,07010061,07010070}"
3,"01553025",8152521,"{8152471,8152317,8152257}","{01551500,01553005,01552000}"
3,"02365200",2242015,"{2189757,2188549,2214110}","{02361500,02362240,02364500}"
3,"13056500",23141419,"{23141631,24469038,24471640}","{13050500,13055250,13055340}"
3,"13152500",23252011,"{23250977,23266994,23267348}","{13142500,13148500,13150430}"
3,"12116400",24537944,"{24537972,24537996,24538136}","{12115500,12115000,12115700}"
3,"10136500",10274616,"{10089426,10093052,10277268}","{10132500,10132000,10134500}"
3,"01567000",4699925,"{4697593,4697437,4697481}","{01564895,01565000,01566000}"
3,"05437500",10603682,"{13297290,13295630,13418856}","{05430500,05431486,05437050}"
3,"02382500",6478587,"{6477993,6479383,6479445}","{02381090,02380500,02382200}"
3,"06306300",5334435,"{5335435,5337699,5337993}","{06299980,06306250,06305700}"
3,"03282000",868118,"{454154,486782,503758}","{03280000,03281000,03281500}"
3,"08390020",20773124,"{20772484,20773110,20773118}","{08387000,08387550,08387575}"
3,"02066000",8653008,"{8648984,8647998,8648830}","{02062500,02064000,02065500}"
3,"01334500",22290307,"{22289963,22290185,22290373}","{01334000,01332500,01333000}"
3,"01512500",9423965,"{9420683,9424095,9422095}","{01510000,01507000,01509000}"
3,"08068500",1508043,"{1508045,1508047,1508279}","{08068450,08068275,08068325}"
3,"01184000",7700898,"{7698892,6097467,7692453}","{01172010,01183500,01177000}"
3,"08110200",5559374,"{5558060,5570225,5570685}","{08108700,08110100,08110000}"
3,"08084000",5489397,"{5489939,5491439,5491645}","{08083240,08083480,08083420}"
3,"04156000",13048225,"{13039256,13039268,13047783}","{04154000,04155500,04152500}"
3,"06074000",12443973,"{3021998,3018600,12439987}","{06066500,06071300,06073500}"
3,"07164500",369211,"{496568,20969524,20972352}","{07161450,07152500,07153000}"
3,"05124000",939010254,"{14169775,14150206,14156742}","{05122000,05123510,05123400}"
3,"07141220",22079907,"{21251514,21226759,21250038}","{07139000,07141200,07138075}"
3,"13013650",23123131,"{23123209,23123373,23123437}","{13011900,13011500,13011000}"
3,"03189100",4547996,"{4547166,4547810,4547840}","{03188900,03186500,03187500}"
3,"07060500",11830684,"{11830560,7650971,7650991}","{07057370,07058000,07057500}"
3,"03081000",3809023,"{3808745,3809037,3808755}","{03079000,03077500,03080000}"
3,"07245000",512987,"{418429,6030344,536835}","{07242000,07231500,07243500}"
3,"06099500",12644287,"{12538518,12538720,12657047}","{06091700,06093200,06099000}"
3,"02335815",2048157,"{2048135,2045061,2045079}","{02335450,02335757,02335790}"
3,"06913000",10116676,"{10116002,10116456,10117304}","{06912500,06911490,06911000}"
3,"01531500",4199358,"{4197880,8103737,8118503}","{01531325,01515000,01531000}"
3,"07195400",398128,"{399500,398478,398638}","{07195000,07194800,07194809}"
3,"02204520",6334740,"{6333824,6333958,6339430}","{02204070,02204130,02204285}"
3,"05395000",14728798,"{13396483,13399941,14727088}","{05391000,05393500,05394500}"
3,"11507500",2553629,"{24082481,24091974,24092756}","{11502500,11503000,11504115}"
3,"05455700",11919685,"{11916315,11915787,11918423}","{05454500,05455100,05455500}"
3,"08254000",17861934,"{17863226,17863228,17863236}","{08253000,08252500,08253500}"
3,"01122000",6163159,"{6162579,6162583,6162939}","{01121330,01121000,01120790}"
3,"05533600",14787477,"{14786231,14785981,14786309}","{05532500,05533000,05533400}"
3,"02161000",9707930,"{9691190,9698941,9705130}","{02160700,02160105,02156500}"
3,"08210000",3168766,"{10631613,10664160,10828654}","{08194500,08206910,08208000}"
3,"02019500",8523653,"{8523633,8522521,8526515}","{02016500,02018000,02018500}"
3,"12363000",947010306,"{22949233,22957049,22964998}","{12355500,12358500,12362500}"
3,"12181000",24255125,"{24255169,24255181,24255811}","{12178100,12178000,12179900}"
3,"06803555",17405447,"{17399459,17405835,17405597}","{06803530,06803513,06803520}"
3,"04073500",6866199,"{6866233,6866997,6868045}","{04073466,04073365,040734605}"
3,"08105700",5670795,"{5670779,5670913,5670841}","{08105505,08105000,08105095}"
3,"02313230",16944498,"{16944416,16944516,16949694}","{02313250,02313100,02313000}"
3,"04148500",13016523,"{13016457,13016537,13020013}","{04147500,04148140,04148295}"
3,"02171500",9661944,"{9680968,9684210,9718581}","{02169570,02169500,02148000}"
3,"04079000",9035359,"{9027875,9030269,9030507}","{04074950,04077630,04078500}"
3,"05576500",14820367,"{13564562,13565382,13572849}","{05576250,05576000,05573540}"
3,"06279500",12802828,"{12804114,12816853,24660034}","{06278500,06276500,06274300}"
3,"06711565",194423,"{188633,188209,189361}","{06710605,06710247,06711555}"
3,"02232400",11003333,"{11002255,11002807,11002833}","{02232000,02232200,02232155}"
3,"11133000",948060325,"{17607773,17609015,17609017}","{11129800,11128500,11132500}"
3,"03293510",10164000,"{10163728,10163884,10163886}","{03293530,03293000,03292500}"
3,"02344872",6415040,"{6415592,6415536,6415544}","{02344500,02344748,02344700}"
3,"06635000",15966993,"{15963456,15968457,15968499}","{06634620,06632400,06630465}"
3,"11060400",22557922,"{22554826,22554872,22557744}","{11062000,11063680,11063510}"
3,"11523000",4442602,"{4440518,4440524,8261865}","{11520500,11521500,11522500}"
3,"03213700",435154,"{436048,436434,437262}","{03212750,03212980,03213500}"
3,"02169500",9684210,"{9707984,9707670,9869898}","{02162035,02162093,02169000}"
3,"02146381",9731328,"{9731482,9731272,9731300}","{02146300,02146315,02146348}"
3,"08276300",17864480,"{17863078,17864360,17865290}","{08271000,08269000,08275500}"
3,"14103000",23718705,"{23719673,23719285,23719623}","{14092500,14097100,14093000}"
3,"03270500",3883698,"{3986312,3986398,3984094}","{03263000,03270000,03265000}"
3,"09359020",17013793,"{17013767,17013769,17013783}","{09358000,09358550,09359010}"
3,"01473000",4782107,"{4780723,4780787,4781261}","{01472198,01472199,01472810}"
3,"02473000",18135826,"{18154237,18156447,18157053}","{02472000,02472850,02472500}"
3,"07344210",1128277,"{1121321,1128207,1128575}","{07343840,07344100,07343450}"
3,"05465000",17557695,"{17556945,17556267,17556269}","{05464780,0546494170,05464942}"
3,"07103700",1529693,"{1529605,1529633,1529669}","{07100300,07100750,07103100}"
3,"02223248",1946659,"{1949057,1946441,1947891}","{02223056,02223110,02223190}"
3,"05474000",7006146,"{7003858,7003470,7005420}","{05473065,05473450,05473400}"
3,"03339000",10080962,"{10080598,10082224,10082032}","{03336645,03336900,03337570}"
3,"07185000",24778185,"{20874950,20875144,20876216}","{07184000,07184500,07183500}"
3,"09419753",945010401,"{22070770,22070042,22071208}","{094196784,09419696,09419700}"
3,"02492620",15714395,"{15720689,15707325,15707813}","{02492110,02492360,02492343}"
3,"02102500",8846907,"{8842705,8872370,26325150}","{02102192,02102000,02098206}"
3,"08116650",3124642,"{3123784,3123676,3124582}","{08114000,08116400,08115000}"
3,"09234500",10040950,"{3194796,10034178,10036250}","{09224700,09217000,09229500}"
3,"01589352",11689212,"{11689106,11689102,11689186}","{01589300,01589305,01589330}"
3,"01125500",6148535,"{6148379,6148415,6148469}","{01125100,01124151,01125490}"
3,"03371500",18445664,"{18451107,18451023,18455443}","{03369500,03366500,03365500}"
3,"02115360",9249606,"{9245516,9246384,9249426}","{02113850,02114450,02112250}"
3,"02126000",9203249,"{9202447,9202709,9202887}","{0212433550,0212466000,02124692}"
3,"06259000",12870023,"{12871001,12890553,12902364}","{06253000,06235500,06228000}"
3,"12089500",24281986,"{24282032,24282268,24282290}","{12086500,12087000,12088000}"
3,"02204070",6333824,"{6333710,6333752,6333794}","{02203960,02203900,02204037}"
3,"09272400",1374702,"{1374334,1392781,1393763}","{09261000,09261700,09266500}"
3,"01099500",6771379,"{6771169,6772217,6772927}","{01097300,01097000,01098530}"
3,"04101000",12262854,"{12262568,12262042,12261362}","{04099000,04099750,04100500}"
3,"01628500",5908723,"{5908733,5908355,5908375}","{01622000,01625000,01627500}"
3,"07109500",952589,"{951131,952325,1532253}","{07099970,07108900,07106500}"
3,"07189000",7601075,"{7600617,7600671,7600673}","{07188653,07188885,07188838}"
3,"09394500",21759362,"{20573275,21760862,21756096}","{09386950,09386300,09390500}"
3,"11455420",15048247,"{15048245,948021229,15059771}","{11447905,11455350,11447850}"
3,"07022000",5092616,"{5089904,5029785,13786642}","{07020500,07021000,05599490}"
3,"02312720",16949806,"{16949820,16949386,16949870}","{02312700,02312645,02312600}"
3,"01387000",932030153,"{6245518,6246332,6246368}","{01384500,01386000,01383500}"
3,"06191500",4369760,"{2965578,2965566,2965742}","{06188000,06191000,06186500}"
3,"10318500",10784576,"{10764661,10779090,10786444}","{10317500,10315500,10316500}"
3,"01576754",4724553,"{4722137,4724385,4726049}","{01576500,015765185,01576516}"
3,"12091500",23989475,"{23989483,23990631,23990667}","{12090500,12091200,12091100}"
3,"04119000",9008387,"{9004023,9008227,12145042}","{04118500,04116000,04117500}"
3,"08041780",1114345,"{1114207,1143252,1166409}","{08041000,08041700,08041500}"
3,"01350000",3247466,"{3247486,3247574,3247582}","{01349705,01349711,01349950}"
3,"02037500",8574021,"{8575903,8573687,8573705}","{02035000,02036500,02037000}"
3,"02266496",21478164,"{21478176,21477692,21476576}","{02266300,02264100,02266480}"
3,"06818000",2252949,"{3702540,2501637,19153077}","{06813500,06817700,06815000}"
3,"06472000",11479108,"{11446173,11473636,11473702}","{06471500,06471000,06471800}"
3,"08015500",15085965,"{15078398,15078776,15085713}","{08014500,08014800,08013500}"
3,"02336000",2048241,"{2048157,2047815,2048069}","{02335815,02335870,02335910}"
3,"02266300",21478176,"{21476262,21477628,21477644}","{02266025,02266291,02266200}"
3,"02198840",20107171,"{20104145,20106819,20107115}","{02198500,02198690,02198759}"
3,"02488500",15737587,"{15758318,15756778,15759818}","{02486000,02486100,02487500}"
3,"03360000",18466390,"{18464802,18464804,18465674}","{03357350,03357330,03358000}"
3,"03107500",19464254,"{10925875,10926401,19464300}","{03106500,03106000,03105500}"
3,"05551540",14762989,"{14762045,14762111,14762931}","{05551200,05551330,05551000}"
3,"12391950",22975980,"{22976488,22976274,22976572}","{12389000,12390700,12389500}"
3,"13032500",24438932,"{24432371,23133833,24432173}","{13022500,13027500,13023000}"
3,"01118500",6140952,"{6140122,6141084,6140826}","{01118000,01117500,01118300}"
3,"09402500",20735673,"{20733845,18267741,20515757}","{09380000,09382000,09402300}"
3,"06805500",17416032,"{17415854,17399187,17405447}","{06801000,06804700,06803555}"
3,"06892350",3730399,"{3737637,3729049,3733307}","{06891080,06892000,06891500}"
3,"10259050",948100382,"{22592131,22593497,22593537}","{10259000,10258000,10258500}"
3,"03036500",4742165,"{4741683,166808422,4745955}","{03032500,03036000,03031500}"
3,"03159500",15421121,"{15419475,15420817,15420857}","{03157500,03158200,03159246}"
3,"06054500",3030030,"{4320140,3054074,3850885}","{06036650,06041000,06052500}"
3,"02338000",3290264,"{3286494,3285980,3286312}","{02337170,02337410,02337498}"
3,"11140585",17625465,"{17625349,17632398,17633130}","{11140000,11137900,11136800}"
3,"02366500",2244465,"{2242113,2241831,2241851}","{02365500,02366000,02365769}"
2,"08395500",20783756,"{20766191,20781952}","{08394500,08394033}"
2,"14316500",23894288,"{23894292,23894558}","{14316455,14316495}"
2,"02208000",6334744,"{6331746,6331142}","{02207448,02207335}"
2,"06872500",18852688,"{7345773,7346887}","{06871000,06871500}"
2,"08197500",10646917,"{10644541,10645755}","{08196000,08195000}"
2,"02458300",18566197,"{18566151,18566335}","{02458148,02458190}"
2,"07138000",21251316,"{21247638,21248258}","{07137500,07137010}"
2,"02395980",6505962,"{6498944,6498620}","{02395000,02395120}"
2,"10300600",946050091,"{946050110,10743426}","{10293500,10300000}"
2,"07227000",20031587,"{20026105,20052023}","{07226500,07221500}"
2,"05433000",13410230,"{13409794,13410000}","{05432695,05432927}"
2,"06287000",12781155,"{940080052,12802828}","{06285100,06279500}"
2,"03350700",18474949,"{18474819,18474939}","{03350655,03350660}"
2,"01209500",7732315,"{7731877,7733259}","{01209005,01209105}"
2,"03284580",1827194,"{1826988,1827564}","{03284533,03284552}"
2,"06876900",3541375,"{3539305,3539121}","{06876440,06876700}"
2,"08146000",5746512,"{5745336,5753504}","{08144600,08145000}"
2,"14372300",23940255,"{23930602,23935811}","{14361500,14369500}"
2,"11465390",8272685,"{8272379,8272363}","{11464000,11465350}"
2,"06660000",17495175,"{17495437,17497439}","{06659502,06659580}"
2,"12331800",24293328,"{24293428,24310257}","{12324680,12331500}"
2,"08437710",3212475,"{3210721,20749139}","{08412500,08433000}"
2,"08279500",17864756,"{17864594,17865320}","{08276500,08279000}"
2,"06080900",12395582,"{12395028,12395494}","{06079000,06078500}"
2,"14183000",23780481,"{23780511,23780805}","{14181500,14182500}"
2,"05437050",13418856,"{13414140,13425947}","{05435500,05436500}"
2,"02330150",10365922,"{10366208,10365534}","{02330000,02330100}"
2,"08359500",17727284,"{17813236,943020332}","{08358400,08358300}"
2,"02303330",16907019,"{16907135,16907055}","{02303000,02303205}"
2,"05464000",937080146,"{22472163,22474681}","{05463050,05463500}"
2,"07149520",21001095,"{21014649,21028210}","{07149000,07148400}"
2,"03451500",22162094,"{22161688,22163560}","{03451000,03447687}"
2,"09302000",11985487,"{11985621,11985399}","{09295100,09301500}"
2,"04105500",3473353,"{3471105,3473341}","{04103500,04105000}"
2,"08074810",1439635,"{1439495,1440395}","{08074760,08074800}"
2,"09085100",3175612,"{1236065,1324997}","{09070500,09085000}"
2,"04097500",12262414,"{12255418,12257916}","{04096405,04096515}"
2,"02372422",2378929,"{2323396,2377281}","{02372250,02371500}"
2,"09419000",20624320,"{20598652,945010225}","{09418500,09416000}"
2,"09080400",1326889,"{1326907,1326915}","{09079450,09078475}"
2,"06479010",16016298,"{16014062,16014114}","{06478600,06478690}"
2,"08290000",17848906,"{17846986,17846406}","{08287000,08289000}"
2,"01447800",4186403,"{4185679,4185779}","{01447500,01447720}"
2,"10311400",11432263,"{8920583,11432929}","{10311000,10311300}"
2,"08048000",1268410,"{1268432,1268904}","{08045550,08047500}"
2,"08180640",10836382,"{10833740,10835018}","{08178880,08180586}"
2,"01518700",8111755,"{8112167,8112611}","{01518420,01518000}"
2,"02207448",6331746,"{6330996,6331014}","{02207418,02207435}"
2,"08065350",1484774,"{1453127,1453353}","{08065000,08065200}"
2,"01564895",4697593,"{4700071,4699337}","{01563500,01564512}"
2,"05406479",13633821,"{13633137,13633173}","{05406469,05406457}"
2,"07312700",13732288,"{13734150,13734154}","{07312500,07312610}"
2,"01545800",8137096,"{8135528,8134878}","{01545500,01545600}"
2,"08110500",5575763,"{5574947,5575031}","{08110430,08110325}"
2,"07076517",11779377,"{11777113,11778001}","{07075300,07075000}"
2,"03329000",20101828,"{18509098,18500066}","{03327500,03328500}"
2,"09365000",17003788,"{17016187,17040461}","{09364500,09355500}"
2,"06715000",2885542,"{2885314,2885578}","{06714500,06714800}"
2,"06895500",4388401,"{4391379,4386317}","{06894650,06895000}"
2,"10038000",7900637,"{7902389,7899797}","{10028500,10032000}"
2,"09288180",11966509,"{11966319,11967717}","{09288000,09285900}"
2,"08170950",1628253,"{1628111,1628229}","{08170800,08170890}"
2,"01549700",8145248,"{8144622,8144818}","{01548500,01549500}"
2,"06395000",9555429,"{9387457,9554185}","{06392950,06386500}"
2,"03410210",12154474,"{12154278,12154450}","{03409500,03408500}"
2,"09180500",3379045,"{3176490,18369916}","{09163500,09180000}"
2,"07191288",21770855,"{21771121,21770993}","{071912213,07191222}"
2,"04101500",12264996,"{12262854,12264832}","{04101000,04101370}"
2,"06893500",4392705,"{4392783,4393139}","{06893390,06893150}"
2,"07017020",5052681,"{5053369,5076724}","{07014500,07016500}"
2,"08177520",1640519,"{1639225,1638907}","{08176500,08177500}"
2,"01413500",1748583,"{1748535,1748719}","{01413088,01413408}"
2,"06235500",12890553,"{12882798,12889559}","{06233000,06228350}"
2,"01559000",4684346,"{4682638,4684242}","{01558000,01556000}"
2,"05410490",13625933,"{13624991,13624197}","{05408000,05408480}"
2,"05592100",13772120,"{13771756,13771802}","{05592000,05592050}"
2,"06452000",11547654,"{16076140,20177973}","{06447450,06450500}"
2,"13057000",24451499,"{24451635,23141419}","{13038500,13056500}"
2,"02296750",16807219,"{16803063,16806475}","{02295637,02296500}"
2,"10348000",8932012,"{8932132,8935786}","{10347460,10347600}"
2,"11313460",1889664,"{1897336,1889722}","{11304810,11312685}"
2,"06406000",14396284,"{14396112,14396556}","{06404000,06404998}"
2,"01421900",2612822,"{2612794,2612920}","{01421618,01421610}"
2,"08105888",5671187,"{5671189,5673157}","{08105883,08105886}"
2,"03272100",3883812,"{3883918,3883632}","{03271620,03272000}"
2,"03453500",22161966,"{22162094,22161598}","{03451500,03453000}"
2,"08062500",1262531,"{1260375,1293094}","{08057410,08062000}"
2,"03234000",5233256,"{5231986,5233206}","{03232000,03232500}"
2,"01047150",3322102,"{3319220,3321976}","{01046500,01047000}"
2,"01367500",6206824,"{6199814,6200212}","{01365500,01365000}"
2,"11466800",8273161,"{8273287,8273639}","{11465750,11466320}"
2,"09015000",1234501,"{1234461,1234531}","{09010500,09014050}"
2,"03041029",4753772,"{4753644,4753658}","{03041000,03040000}"
2,"05421740",14794879,"{6950974,6950486}","{05421000,05421682}"
2,"04180500",15679319,"{15678101,15679445}","{04178000,04180000}"
2,"05107500",7086347,"{7086109,7086793}","{05106000,05104500}"
2,"06478000",12667026,"{12664516,12664828}","{06477000,06477500}"
2,"04293500",4590283,"{4590223,4590253}","{04293200,04293000}"
2,"06481000",7222688,"{7218820,9376712}","{06480650,06480000}"
2,"02312700",16949820,"{16949330,16949630}","{02312675,02312667}"
2,"03057000",4352082,"{4350794,4352134}","{03056250,03056000}"
2,"10259300",22593695,"{22593529,22592497}","{10259100,10259200}"
2,"01018035",817165,"{817261,817499}","{01018000,01018009}"
2,"02354800",6471984,"{6471976,6471974}","{02353500,02354500}"
2,"08036500",1150499,"{1149925,1151409}","{08033900,08034500}"
2,"04292500",4587250,"{4586242,4586326}","{04292100,04292000}"
2,"08050100",1269870,"{1268648,1270482}","{08049700,08049580}"
2,"08449400",165886321,"{12095655,12096273}","{08449000,08449100}"
2,"08026000",8329788,"{8328658,8329634}","{08025360,08025500}"
2,"05471500",6984030,"{6987834,6981152}","{05471050,05471200}"
2,"10350340",8931902,"{8931774,8932092}","{10348245,10350000}"
2,"07069305",7561723,"{7559729,7560625}","{07069220,07069295}"
2,"12354500",22937042,"{22937902,22937058}","{12353000,12354000}"
2,"02175000",9614545,"{10542322,10553876}","{02173500,02173051}"
2,"01573560",4709260,"{4708726,4709060}","{01573000,01573160}"
2,"02096960",8897934,"{8891488,8895436}","{02096500,02096846}"
2,"03460795",22151081,"{22150419,22151401}","{03459500,03460000}"
2,"02013100",8524321,"{8521381,8525587}","{02011800,02013000}"
2,"13233300",24143926,"{23412937,23413305}","{13217500,13215000}"
2,"06923940",7398351,"{7397417,7404139}","{06923500,06923250}"
2,"06709000",191739,"{191765,192089}","{06708800,06708600}"
2,"05540095",14786925,"{14786817,14786863}","{05539900,05540060}"
2,"09149500",9767880,"{9768048,9769790}","{383926107593001,09147500}"
2,"01346000",22741581,"{22739849,22741265}","{01343403,01343060}"
2,"09485450",15895298,"{15894416,15895252}","{09484600,09485000}"
2,"01622000",5908733,"{5908085,5909157}","{01621050,01620500}"
2,"06449100",20180511,"{20179529,20180463}","{06447500,06449000}"
2,"02062500",8648984,"{8626299,8627291}","{02060500,02061500}"
2,"10028500",7902389,"{7879744,7880800}","{10020300,10023000}"
2,"09239500",1357212,"{1358238,1358214}","{09237500,09238900}"
2,"07103970",1529541,"{1528197,1531145}","{07103780,07103800}"
2,"03346500",10339414,"{10340072,10337448}","{03345500,03346000}"
2,"02097314",8893722,"{8893140,8894150}","{0209722970,02097280}"
2,"04188400",15644350,"{15644352,15645168}","{04188399,04188337}"
2,"03229610",5218213,"{5218167,5217115}","{03227500,03229500}"
2,"06026500",4316948,"{4213042,4228060}","{06023100,06026420}"
